column, row, value
0,0,0.0
0,1,0.07509182043748039
0,2,0.13200954514650381
0,3,0.1768102179448717
0,4,0.21312921543701377
0,5,0.24328001845405917
0,6,0.2688044837350799
0,7,0.2907693024924979
0,8,0.3099354732260209
0,9,0.3268600139596659
0,10,0.341959542555202
0,11,0.3555514180217041
0,12,0.36788116454911957
0,13,0.37914122947218304
0,14,0.38948410690531704
0,15,0.3990317044926462
0,16,0.40788214849206683
0,17,0.41611480709291987
0,18,0.423794052287343
0,19,0.43097211450488654
0,20,0.4376912756423021
0,21,0.44398557377288594
0,22,0.4498821437626419
0,23,0.4554022842166792
0,24,0.46056231753274063
0,25,0.46537429305594846
0,26,0.4698465712423752
0,27,0.47398431789848394
0,28,0.4777899309831801
0,29,0.4812634174606526
0,30,0.48440273380421506
0,31,0.48720410064639186
0,32,0.48966229952347684
0,33,0.4917709575240065
0,34,0.4935228238273093
0,35,0.4949100405609741
0,36,0.4959244090969921
0,37,0.49655765184853273
0,38,0.4968016688356828
0,39,0.4966487877700926
0,40,0.49609200616376226
0,41,0.49512522397260594
0,42,0.4937434654897774
0,43,0.4919430895275666
0,44,0.48972198726791694
0,45,0.4870797674076587
0,46,0.4840179282690887
0,47,0.4805400163090955
0,48,0.4766517699040172
0,49,0.4723612464329039
0,50,0.4676789296098444
0,51,0.4626178128621773
0,52,0.45719345348942375
0,53,0.4514239915553891
0,54,0.4453301271367628
0,55,0.43893504980936576
0,56,0.43226431517106584
0,57,0.42534566477978286
0,58,0.41820878805434364
0,59,0.4108850273083908
0,60,0.40340702997519934
0,61,0.39580835501355105
0,62,0.3881230432284788
0,63,0.3803851635699765
0,64,0.3726283491890007
0,65,0.36488533797978545
0,66,0.35718753242755275
0,67,0.3495645927894042
0,68,0.3420440760173047
0,69,0.33465113051119644
0,70,0.3274082539524086
0,71,0.3203351183371812
0,72,0.3134484631467959
0,73,0.30676205458311034
0,74,0.30028670616093356
0,75,0.29403035382528886
0,76,0.28799817723574406
0,77,0.28219275795413273
0,78,0.2766142649542357
0,79,0.2712606580677589
0,80,0.2661279005874529
0,81,0.2612101731494021
0,82,0.2565000820959591
0,83,0.25198885667200976
0,84,0.24766653054012855
0,85,0.24352210414424624
0,86,0.23954368535601844
0,87,0.23571860657030708
0,88,0.23203351695764096
0,89,0.22847444892401558
0,90,0.2250268579695469
0,91,0.22167563507642973
0,92,0.21840509048966394
0,93,0.21519890727053392
0,94,0.21204006228088879
0,95,0.20891071125753968
0,96,0.20579203329928553
0,97,0.20266402832115904
0,98,0.1995052586938716
0,99,0.19629252318006463
0,100,0.19300044710977138
0,101,0.18960096707641183
0,102,0.18606268064838782
0,103,0.18235002073416323
0,104,0.17842219887879418
0,105,0.17423183970501893
0,106,0.16972319649560125
0,107,0.16482979004680937
0,108,0.1594712404457702
0,109,0.15354894939553998
0,110,0.14694011357047446
0,111,0.1394892622487929
0,112,0.13099603344239405
0,113,0.1211970782029902
0,114,0.10973851166927223
0,115,0.09613259457946399
0,116,0.07968699690724793
0,117,0.059384002056115895
0,118,0.03366278402296427
0,119,0.0
1,0,0.07512187943530604
1,1,0.10114110763944002
1,2,0.1446606174589903
1,3,0.18473727826854494
1,4,0.2189806368079636
1,5,0.248098754157824
1,6,0.2730761957798073
1,7,0.2947479461209171
1,8,0.31376589748104117
1,9,0.3306308155883679
1,10,0.3457282344370381
1,11,0.3593573622370805
1,12,0.37175262947327226
1,13,0.3830994307572122
1,14,0.39354561294681684
1,15,0.40320991276065205
1,16,0.41218821213664286
1,17,0.42055822418914884
1,18,0.4283830408752394
1,19,0.43571384709227845
1,20,0.4425920184771962
1,21,0.44905075948551954
1,22,0.4551163959182523
1,23,0.4608094061698716
1,24,0.4661452541902161
1,25,0.4711350718413849
1,26,0.47578622718077335
1,27,0.4801028069665737
1,28,0.48408603549353235
1,29,0.4877346471130414
1,30,0.49104522604015216
1,31,0.4940125239959243
1,32,0.496629763666252
1,33,0.4988889337402929
1,34,0.500781079343172
1,35,0.5022965899656915
1,36,0.5034254855214364
1,37,0.5041576999568456
1,38,0.5044833609420809
1,39,0.5043930636159878
1,40,0.5038781361642042
1,41,0.5029308951592493
1,42,0.5015448890257759
1,43,0.4997151286076757
1,44,0.4974383044618134
1,45,0.49471299101896515
1,46,0.4915398379721701
1,47,0.4879217490455261
1,48,0.4838640475940787
1,49,0.479374627303329
1,50,0.4744640847030017
1,51,0.4691458284764962
1,52,0.46343615888758577
1,53,0.4573543093357328
1,54,0.4509224413483254
1,55,0.44416558442132237
1,56,0.43711151313976
1,57,0.42979055595329396
1,58,0.422235332752537
1,59,0.4144804218022201
1,60,0.40656196038125625
1,61,0.3985171873591626
1,62,0.3903839395885189
1,63,0.3822001171097519
1,64,0.37400313447807165
1,65,0.36582937682220357
1,66,0.35771367940045196
1,67,0.3496888483982119
1,68,0.34178523858371074
1,69,0.33403040037779924
1,70,0.3264488051553714
1,71,0.3190616534922637
1,72,0.311886766933515
1,73,0.30493855999937264
1,74,0.29822808582532
1,75,0.29176314623685573
1,76,0.2855484552865929
1,77,0.2795858443422158
1,78,0.2738744966461412
1,79,0.2684111997531864
1,80,0.2631906052394584
1,81,0.258205486400402
1,82,0.2534469861609111
1,83,0.24890484896722237
1,84,0.24456763190740494
1,85,0.24042289163257613
1,86,0.23645734477066505
1,87,0.23265700040899218
1,88,0.22900726386027692
1,89,0.22549301132063815
1,90,0.22209863518630163
1,91,0.2188080597278843
1,92,0.2156047265337011
1,93,0.2124715486251455
1,94,0.20939083140433146
1,95,0.20634415758688607
1,96,0.2033122319488322
1,97,0.20027467999410564
1,98,0.19720979240643355
1,99,0.19409420420842383
1,100,0.1909024936558033
1,101,0.18760668067749442
1,102,0.1841755976015037
1,103,0.1805740952128963
1,104,0.17676203375351546
1,105,0.17269298965935087
1,106,0.16831258226138268
1,107,0.16355628692910945
1,108,0.15834654746620153
1,109,0.15258892497240373
1,110,0.14616691729150644
1,111,0.13893495509337667
1,112,0.13070896722676978
1,113,0.12125399340294463
1,114,0.11026935147667635
1,115,0.0973769193892293
1,116,0.08214132208789507
1,117,0.06426995702761125
1,118,0.04488422185947423
1,119,0.03339359503154535
2,0,0.1316474325879683
2,1,0.1444946614184253
2,2,0.17170052234732253
2,3,0.20228483917559537
2,4,0.2312940710138084
2,5,0.2574052264534223
2,6,0.28057307940131504
2,7,0.30111580826578643
2,8,0.31941329614113145
2,9,0.33581527010360157
2,10,0.3506191830812082
2,11,0.3640706266847169
2,12,0.37637015573096827
2,13,0.38768105278504217
2,14,0.39813630637356967
2,15,0.4078444006084762
2,16,0.4168939623050208
2,17,0.4253574399137681
2,18,0.4332940027477245
2,19,0.44075182651796496
2,20,0.4477699008007586
2,21,0.4543794656966299
2,22,0.46060516138265317
